"Notes"	"Occurrence State"	"Occurrence State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Idaho"	"16"	"Dec., 2022"	"2022/12"	36	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jan., 2023 (provisional)"	"2023/01"	28	Not Applicable	Not Applicable
	"Idaho"	"16"	"Feb., 2023 (provisional)"	"2023/02"	20	Not Applicable	Not Applicable
	"Idaho"	"16"	"Mar., 2023 (provisional)"	"2023/03"	34	Not Applicable	Not Applicable
	"Idaho"	"16"	"Apr., 2023 (provisional)"	"2023/04"	15	Not Applicable	Not Applicable
	"Idaho"	"16"	"May, 2023 (provisional)"	"2023/05"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jun., 2023 (provisional)"	"2023/06"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jul., 2023 (provisional)"	"2023/07"	17	Not Applicable	Not Applicable
	"Idaho"	"16"	"Aug., 2023 (provisional)"	"2023/08"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Sep., 2023 (provisional)"	"2023/09"	19	Not Applicable	Not Applicable
	"Idaho"	"16"	"Oct., 2023 (provisional)"	"2023/10"	22	Not Applicable	Not Applicable
	"Idaho"	"16"	"Nov., 2023 (provisional)"	"2023/11"	19	Not Applicable	Not Applicable
	"Idaho"	"16"	"Dec., 2023 (provisional)"	"2023/12"	26	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2020"	"2020/03"	188	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2020"	"2020/04"	2365	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2020"	"2020/05"	2675	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2020"	"2020/06"	1051	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2020"	"2020/07"	401	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2020"	"2020/08"	429	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2020"	"2020/09"	447	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2020"	"2020/10"	909	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2020"	"2020/11"	2999	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2020"	"2020/12"	3724	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2021"	"2021/01"	2158	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2021"	"2021/02"	929	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2021"	"2021/03"	487	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	670	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	684	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2021"	"2021/06"	305	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2021"	"2021/07"	200	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2021"	"2021/08"	686	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2021"	"2021/09"	1042	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2021"	"2021/10"	803	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2021"	"2021/11"	771	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2021"	"2021/12"	1880	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2022"	"2022/01"	3497	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2022"	"2022/02"	1169	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2022"	"2022/03"	285	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2022"	"2022/04"	103	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2022"	"2022/05"	176	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2022"	"2022/06"	195	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2022"	"2022/07"	260	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	282	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	222	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2022"	"2022/10"	214	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2022"	"2022/11"	200	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2022"	"2022/12"	330	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2023 (provisional)"	"2023/01"	286	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2023 (provisional)"	"2023/02"	171	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2023 (provisional)"	"2023/03"	191	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2023 (provisional)"	"2023/04"	115	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	63	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	43	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2023 (provisional)"	"2023/07"	41	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2023 (provisional)"	"2023/08"	58	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2023 (provisional)"	"2023/09"	95	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2023 (provisional)"	"2023/10"	114	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2023 (provisional)"	"2023/11"	184	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2023 (provisional)"	"2023/12"	233	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2020"	"2020/03"	118	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2020"	"2020/04"	1069	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2020"	"2020/05"	885	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2020"	"2020/06"	412	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2020"	"2020/07"	292	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2020"	"2020/08"	354	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2020"	"2020/09"	362	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2020"	"2020/10"	810	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2020"	"2020/11"	1846	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2020"	"2020/12"	2728	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2021"	"2021/01"	1840	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2021"	"2021/02"	604	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2021"	"2021/03"	229	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2021"	"2021/04"	223	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2021"	"2021/05"	294	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2021"	"2021/06"	171	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2021"	"2021/07"	129	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2021"	"2021/08"	602	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2021"	"2021/09"	1228	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2021"	"2021/10"	943	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2021"	"2021/11"	839	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2021"	"2021/12"	1759	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2022"	"2022/01"	2036	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2022"	"2022/02"	978	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2022"	"2022/03"	280	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2022"	"2022/04"	83	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2022"	"2022/05"	87	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2022"	"2022/06"	134	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2022"	"2022/07"	175	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2022"	"2022/08"	221	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2022"	"2022/09"	160	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2022"	"2022/10"	133	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2022"	"2022/11"	165	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2022"	"2022/12"	293	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2023 (provisional)"	"2023/01"	189	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2023 (provisional)"	"2023/02"	91	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2023 (provisional)"	"2023/03"	111	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2023 (provisional)"	"2023/04"	68	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2023 (provisional)"	"2023/05"	39	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2023 (provisional)"	"2023/06"	35	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2023 (provisional)"	"2023/07"	28	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2023 (provisional)"	"2023/08"	56	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2023 (provisional)"	"2023/09"	94	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2023 (provisional)"	"2023/10"	89	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2023 (provisional)"	"2023/11"	141	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2023 (provisional)"	"2023/12"	212	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2020"	"2020/03"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2020"	"2020/04"	164	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2020"	"2020/05"	390	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2020"	"2020/06"	146	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jul., 2020"	"2020/07"	154	Not Applicable	Not Applicable
	"Iowa"	"19"	"Aug., 2020"	"2020/08"	239	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sep., 2020"	"2020/09"	222	Not Applicable	Not Applicable
	"Iowa"	"19"	"Oct., 2020"	"2020/10"	480	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nov., 2020"	"2020/11"	1394	Not Applicable	Not Applicable
	"Iowa"	"19"	"Dec., 2020"	"2020/12"	1131	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2021"	"2021/01"	597	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2021"	"2021/02"	209	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2021"	"2021/03"	110	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2021"	"2021/04"	79	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2021"	"2021/05"	77	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2021"	"2021/06"	36	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jul., 2021"	"2021/07"	53	Not Applicable	Not Applicable
	"Iowa"	"19"	"Aug., 2021"	"2021/08"	163	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sep., 2021"	"2021/09"	356	Not Applicable	Not Applicable
	"Iowa"	"19"	"Oct., 2021"	"2021/10"	416	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nov., 2021"	"2021/11"	378	Not Applicable	Not Applicable
	"Iowa"	"19"	"Dec., 2021"	"2021/12"	538	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2022"	"2022/01"	599	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2022"	"2022/02"	334	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2022"	"2022/03"	93	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2022"	"2022/04"	26	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2022"	"2022/05"	46	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2022"	"2022/06"	52	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jul., 2022"	"2022/07"	82	Not Applicable	Not Applicable
	"Iowa"	"19"	"Aug., 2022"	"2022/08"	102	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sep., 2022"	"2022/09"	86	Not Applicable	Not Applicable
	"Iowa"	"19"	"Oct., 2022"	"2022/10"	76	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nov., 2022"	"2022/11"	61	Not Applicable	Not Applicable
	"Iowa"	"19"	"Dec., 2022"	"2022/12"	141	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2023 (provisional)"	"2023/01"	62	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2023 (provisional)"	"2023/02"	65	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2023 (provisional)"	"2023/03"	64	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2023 (provisional)"	"2023/04"	47	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2023 (provisional)"	"2023/05"	21	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2023 (provisional)"	"2023/06"	21	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jul., 2023 (provisional)"	"2023/07"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"Aug., 2023 (provisional)"	"2023/08"	21	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sep., 2023 (provisional)"	"2023/09"	23	Not Applicable	Not Applicable
	"Iowa"	"19"	"Oct., 2023 (provisional)"	"2023/10"	42	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nov., 2023 (provisional)"	"2023/11"	51	Not Applicable	Not Applicable
	"Iowa"	"19"	"Dec., 2023 (provisional)"	"2023/12"	103	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2020"	"2020/01"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	14	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2020"	"2020/04"	114	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2020"	"2020/05"	86	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2020"	"2020/06"	60	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2020"	"2020/07"	101	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2020"	"2020/08"	164	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2020"	"2020/09"	210	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2020"	"2020/10"	391	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2020"	"2020/11"	846	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2020"	"2020/12"	1230	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2021"	"2021/01"	809	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2021"	"2021/02"	232	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2021"	"2021/03"	94	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2021"	"2021/04"	62	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2021"	"2021/05"	70	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2021"	"2021/06"	47	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2021"	"2021/07"	118	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2021"	"2021/08"	381	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2021"	"2021/09"	444	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2021"	"2021/10"	299	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2021"	"2021/11"	307	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2021"	"2021/12"	536	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2022"	"2022/01"	818	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2022"	"2022/02"	454	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2022"	"2022/03"	114	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2022"	"2022/04"	33	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2022"	"2022/05"	42	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2022"	"2022/06"	46	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2022"	"2022/07"	72	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2022"	"2022/08"	91	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2022"	"2022/09"	62	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2022"	"2022/10"	53	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2022"	"2022/11"	61	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2022"	"2022/12"	115	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2023 (provisional)"	"2023/01"	94	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2023 (provisional)"	"2023/02"	46	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2023 (provisional)"	"2023/03"	60	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2023 (provisional)"	"2023/04"	28	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2023 (provisional)"	"2023/05"	15	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2023 (provisional)"	"2023/06"	11	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2023 (provisional)"	"2023/07"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2023 (provisional)"	"2023/08"	22	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2023 (provisional)"	"2023/09"	35	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2023 (provisional)"	"2023/10"	34	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2023 (provisional)"	"2023/11"	57	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2023 (provisional)"	"2023/12"	63	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Mar., 2020"	"2020/03"	28	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Apr., 2020"	"2020/04"	237	Not Applicable	Not Applicable
	"Kentucky"	"21"	"May, 2020"	"2020/05"	213	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jun., 2020"	"2020/06"	144	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jul., 2020"	"2020/07"	160	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Aug., 2020"	"2020/08"	265	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Sep., 2020"	"2020/09"	260	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Oct., 2020"	"2020/10"	445	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nov., 2020"	"2020/11"	937	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Dec., 2020"	"2020/12"	1457	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2021"	"2021/01"	1184	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Feb., 2021"	"2021/02"	635	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Mar., 2021"	"2021/03"	305	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Apr., 2021"	"2021/04"	173	Not Applicable	Not Applicable
	"Kentucky"	"21"	"May, 2021"	"2021/05"	167	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jun., 2021"	"2021/06"	124	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jul., 2021"	"2021/07"	169	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Aug., 2021"	"2021/08"	824	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Sep., 2021"	"2021/09"	1674	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Oct., 2021"	"2021/10"	1054	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nov., 2021"	"2021/11"	479	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Dec., 2021"	"2021/12"	834	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2022"	"2022/01"	1275	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Feb., 2022"	"2022/02"	1045	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Mar., 2022"	"2022/03"	374	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Apr., 2022"	"2022/04"	106	Not Applicable	Not Applicable
	"Kentucky"	"21"	"May, 2022"	"2022/05"	87	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jun., 2022"	"2022/06"	149	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jul., 2022"	"2022/07"	185	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Aug., 2022"	"2022/08"	227	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Sep., 2022"	"2022/09"	192	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Oct., 2022"	"2022/10"	140	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nov., 2022"	"2022/11"	154	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Dec., 2022"	"2022/12"	189	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2023 (provisional)"	"2023/01"	205	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Feb., 2023 (provisional)"	"2023/02"	124	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Mar., 2023 (provisional)"	"2023/03"	110	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Apr., 2023 (provisional)"	"2023/04"	70	Not Applicable	Not Applicable
	"Kentucky"	"21"	"May, 2023 (provisional)"	"2023/05"	42	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jun., 2023 (provisional)"	"2023/06"	14	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jul., 2023 (provisional)"	"2023/07"	23	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Aug., 2023 (provisional)"	"2023/08"	37	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Sep., 2023 (provisional)"	"2023/09"	97	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Oct., 2023 (provisional)"	"2023/10"	68	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nov., 2023 (provisional)"	"2023/11"	104	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Dec., 2023 (provisional)"	"2023/12"	166	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Feb., 2020"	"2020/02"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Mar., 2020"	"2020/03"	379	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Apr., 2020"	"2020/04"	1542	Not Applicable	Not Applicable
	"Louisiana"	"22"	"May, 2020"	"2020/05"	676	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jun., 2020"	"2020/06"	333	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jul., 2020"	"2020/07"	696	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Aug., 2020"	"2020/08"	810	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Sep., 2020"	"2020/09"	376	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Oct., 2020"	"2020/10"	295	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Nov., 2020"	"2020/11"	440	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Dec., 2020"	"2020/12"	951	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jan., 2021"	"2021/01"	1229	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Feb., 2021"	"2021/02"	567	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Mar., 2021"	"2021/03"	302	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Apr., 2021"	"2021/04"	154	Not Applicable	Not Applicable
	"Louisiana"	"22"	"May, 2021"	"2021/05"	159	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jun., 2021"	"2021/06"	108	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jul., 2021"	"2021/07"	319	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Aug., 2021"	"2021/08"	1680	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Sep., 2021"	"2021/09"	1137	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Oct., 2021"	"2021/10"	391	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Nov., 2021"	"2021/11"	157	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Dec., 2021"	"2021/12"	146	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jan., 2022"	"2022/01"	782	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Feb., 2022"	"2022/02"	657	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Mar., 2022"	"2022/03"	183	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Apr., 2022"	"2022/04"	55	Not Applicable	Not Applicable
	"Louisiana"	"22"	"May, 2022"	"2022/05"	33	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jun., 2022"	"2022/06"	43	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jul., 2022"	"2022/07"	165	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Aug., 2022"	"2022/08"	153	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Sep., 2022"	"2022/09"	109	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Oct., 2022"	"2022/10"	66	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Nov., 2022"	"2022/11"	38	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Dec., 2022"	"2022/12"	79	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jan., 2023 (provisional)"	"2023/01"	117	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Feb., 2023 (provisional)"	"2023/02"	75	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Mar., 2023 (provisional)"	"2023/03"	60	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Apr., 2023 (provisional)"	"2023/04"	35	Not Applicable	Not Applicable
	"Louisiana"	"22"	"May, 2023 (provisional)"	"2023/05"	16	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jun., 2023 (provisional)"	"2023/06"	18	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jul., 2023 (provisional)"	"2023/07"	18	Not Applicable	Not Applicable
