"Notes"	"State"	"State Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Georgia"	"13"	"55-64 years"	"55-64"	"2018"	"2018"	12962	1285682	1008.2
	"Georgia"	"13"	"55-64 years"	"55-64"	"2019"	"2019"	13110	1307533	1002.7
	"Georgia"	"13"	"55-64 years"	"55-64"	"2020 "	"2020"	15694	1323211	1186.1
	"Georgia"	"13"	"65-74 years"	"65-74"	"2015"	"2015"	16446	804987	2043.0
	"Georgia"	"13"	"65-74 years"	"65-74"	"2016"	"2016"	17109	839325	2038.4
	"Georgia"	"13"	"65-74 years"	"65-74"	"2017"	"2017"	17443	870879	2002.9
	"Georgia"	"13"	"65-74 years"	"65-74"	"2018"	"2018"	18316	895419	2045.5
	"Georgia"	"13"	"65-74 years"	"65-74"	"2019"	"2019"	18657	926001	2014.8
	"Georgia"	"13"	"65-74 years"	"65-74"	"2020 "	"2020"	22470	959264	2342.4
	"Georgia"	"13"	"75-84 years"	"75-84"	"2015"	"2015"	18561	363990	5099.3
	"Georgia"	"13"	"75-84 years"	"75-84"	"2016"	"2016"	18492	377202	4902.4
	"Georgia"	"13"	"75-84 years"	"75-84"	"2017"	"2017"	19242	394334	4879.6
	"Georgia"	"13"	"75-84 years"	"75-84"	"2018"	"2018"	20187	418357	4825.3
	"Georgia"	"13"	"75-84 years"	"75-84"	"2019"	"2019"	20400	439884	4637.6
	"Georgia"	"13"	"75-84 years"	"75-84"	"2020 "	"2020"	24929	459814	5421.5
	"Georgia"	"13"	"85+ years"	"85+"	"2015"	"2015"	19499	135947	14343.1
	"Georgia"	"13"	"85+ years"	"85+"	"2016"	"2016"	19443	138135	14075.4
	"Georgia"	"13"	"85+ years"	"85+"	"2017"	"2017"	20113	142597	14104.8
	"Georgia"	"13"	"85+ years"	"85+"	"2018"	"2018"	20564	146633	14024.1
	"Georgia"	"13"	"85+ years"	"85+"	"2019"	"2019"	20519	151069	13582.5
	"Georgia"	"13"	"85+ years"	"85+"	"2020 "	"2020"	24309	155589	15623.9
	"Georgia"	"13"	"Not Stated"	"NS"	"2015"	"2015"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"Not Stated"	"NS"	"2016"	"2016"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"Not Stated"	"NS"	"2017"	"2017"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"Not Stated"	"NS"	"2018"	"2018"	0	Not Applicable	Not Applicable
	"Georgia"	"13"	"Not Stated"	"NS"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"Not Stated"	"NS"	"2020 "	"2020"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"< 1 year"	"1"	"2015"	"2015"	108	19028	567.6
	"Hawaii"	"15"	"< 1 year"	"1"	"2016"	"2016"	110	18376	598.6
	"Hawaii"	"15"	"< 1 year"	"1"	"2017"	"2017"	92	17950	512.5
	"Hawaii"	"15"	"< 1 year"	"1"	"2018"	"2018"	116	17224	673.5
	"Hawaii"	"15"	"< 1 year"	"1"	"2019"	"2019"	85	16800	506.0
	"Hawaii"	"15"	"< 1 year"	"1"	"2020 "	"2020"	79	16244	486.3
	"Hawaii"	"15"	"1-4 years"	"1-4"	"2015"	"2015"	15	73384	Unreliable
	"Hawaii"	"15"	"1-4 years"	"1-4"	"2016"	"2016"	14	73159	Unreliable
	"Hawaii"	"15"	"1-4 years"	"1-4"	"2017"	"2017"	19	72159	Unreliable
	"Hawaii"	"15"	"1-4 years"	"1-4"	"2018"	"2018"	12	70480	Unreliable
	"Hawaii"	"15"	"1-4 years"	"1-4"	"2019"	"2019"	19	68419	Unreliable
	"Hawaii"	"15"	"1-4 years"	"1-4"	"2020 "	"2020"	Suppressed	67796	Suppressed
	"Hawaii"	"15"	"5-14 years"	"5-14"	"2015"	"2015"	16	170216	Unreliable
	"Hawaii"	"15"	"5-14 years"	"5-14"	"2016"	"2016"	24	168801	14.2
	"Hawaii"	"15"	"5-14 years"	"5-14"	"2017"	"2017"	23	168790	13.6
	"Hawaii"	"15"	"5-14 years"	"5-14"	"2018"	"2018"	18	168823	Unreliable
	"Hawaii"	"15"	"5-14 years"	"5-14"	"2019"	"2019"	24	167586	14.3
	"Hawaii"	"15"	"5-14 years"	"5-14"	"2020 "	"2020"	19	166129	Unreliable
	"Hawaii"	"15"	"15-24 years"	"15-24"	"2015"	"2015"	111	184383	60.2
	"Hawaii"	"15"	"15-24 years"	"15-24"	"2016"	"2016"	118	176451	66.9
	"Hawaii"	"15"	"15-24 years"	"15-24"	"2017"	"2017"	96	171028	56.1
	"Hawaii"	"15"	"15-24 years"	"15-24"	"2018"	"2018"	86	168130	51.2
	"Hawaii"	"15"	"15-24 years"	"15-24"	"2019"	"2019"	82	165937	49.4
	"Hawaii"	"15"	"15-24 years"	"15-24"	"2020 "	"2020"	87	161931	53.7
	"Hawaii"	"15"	"25-34 years"	"25-34"	"2015"	"2015"	155	215911	71.8
	"Hawaii"	"15"	"25-34 years"	"25-34"	"2016"	"2016"	183	207903	88.0
	"Hawaii"	"15"	"25-34 years"	"25-34"	"2017"	"2017"	190	206560	92.0
	"Hawaii"	"15"	"25-34 years"	"25-34"	"2018"	"2018"	181	203006	89.2
	"Hawaii"	"15"	"25-34 years"	"25-34"	"2019"	"2019"	187	199995	93.5
	"Hawaii"	"15"	"25-34 years"	"25-34"	"2020 "	"2020"	176	196359	89.6
	"Hawaii"	"15"	"35-44 years"	"35-44"	"2015"	"2015"	234	176715	132.4
	"Hawaii"	"15"	"35-44 years"	"35-44"	"2016"	"2016"	276	177228	155.7
	"Hawaii"	"15"	"35-44 years"	"35-44"	"2017"	"2017"	323	179402	180.0
	"Hawaii"	"15"	"35-44 years"	"35-44"	"2018"	"2018"	263	180510	145.7
	"Hawaii"	"15"	"35-44 years"	"35-44"	"2019"	"2019"	327	181803	179.9
	"Hawaii"	"15"	"35-44 years"	"35-44"	"2020 "	"2020"	328	181879	180.3
	"Hawaii"	"15"	"45-54 years"	"45-54"	"2015"	"2015"	650	175609	370.1
	"Hawaii"	"15"	"45-54 years"	"45-54"	"2016"	"2016"	574	178271	322.0
	"Hawaii"	"15"	"45-54 years"	"45-54"	"2017"	"2017"	635	175017	362.8
	"Hawaii"	"15"	"45-54 years"	"45-54"	"2018"	"2018"	583	170624	341.7
	"Hawaii"	"15"	"45-54 years"	"45-54"	"2019"	"2019"	632	167747	376.8
	"Hawaii"	"15"	"45-54 years"	"45-54"	"2020 "	"2020"	630	164713	382.5
	"Hawaii"	"15"	"55-64 years"	"55-64"	"2015"	"2015"	1399	179443	779.6
	"Hawaii"	"15"	"55-64 years"	"55-64"	"2016"	"2016"	1377	184406	746.7
	"Hawaii"	"15"	"55-64 years"	"55-64"	"2017"	"2017"	1337	183072	730.3
	"Hawaii"	"15"	"55-64 years"	"55-64"	"2018"	"2018"	1380	180727	763.6
	"Hawaii"	"15"	"55-64 years"	"55-64"	"2019"	"2019"	1374	179137	767.0
	"Hawaii"	"15"	"55-64 years"	"55-64"	"2020 "	"2020"	1441	176875	814.7
	"Hawaii"	"15"	"65-74 years"	"65-74"	"2015"	"2015"	1901	133272	1426.4
	"Hawaii"	"15"	"65-74 years"	"65-74"	"2016"	"2016"	1886	139010	1356.7
	"Hawaii"	"15"	"65-74 years"	"65-74"	"2017"	"2017"	2051	144936	1415.1
	"Hawaii"	"15"	"65-74 years"	"65-74"	"2018"	"2018"	2181	148933	1464.4
	"Hawaii"	"15"	"65-74 years"	"65-74"	"2019"	"2019"	2099	152092	1380.1
	"Hawaii"	"15"	"65-74 years"	"65-74"	"2020 "	"2020"	2363	154706	1527.4
	"Hawaii"	"15"	"75-84 years"	"75-84"	"2015"	"2015"	2293	65339	3509.4
	"Hawaii"	"15"	"75-84 years"	"75-84"	"2016"	"2016"	2246	66000	3403.0
	"Hawaii"	"15"	"75-84 years"	"75-84"	"2017"	"2017"	2354	68283	3447.4
	"Hawaii"	"15"	"75-84 years"	"75-84"	"2018"	"2018"	2334	70990	3287.8
	"Hawaii"	"15"	"75-84 years"	"75-84"	"2019"	"2019"	2392	74688	3202.7
	"Hawaii"	"15"	"75-84 years"	"75-84"	"2020 "	"2020"	2563	78228	3276.3
	"Hawaii"	"15"	"85+ years"	"85+"	"2015"	"2015"	4169	38303	10884.3
	"Hawaii"	"15"	"85+ years"	"85+"	"2016"	"2016"	4103	38952	10533.5
	"Hawaii"	"15"	"85+ years"	"85+"	"2017"	"2017"	4270	40341	10584.8
	"Hawaii"	"15"	"85+ years"	"85+"	"2018"	"2018"	4260	41044	10379.1
	"Hawaii"	"15"	"85+ years"	"85+"	"2019"	"2019"	4337	41668	10408.5
	"Hawaii"	"15"	"85+ years"	"85+"	"2020 "	"2020"	4339	42146	10295.2
	"Hawaii"	"15"	"Not Stated"	"NS"	"2015"	"2015"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Not Stated"	"NS"	"2016"	"2016"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Not Stated"	"NS"	"2017"	"2017"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Not Stated"	"NS"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Not Stated"	"NS"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Not Stated"	"NS"	"2020 "	"2020"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"< 1 year"	"1"	"2015"	"2015"	106	22649	468.0
	"Idaho"	"16"	"< 1 year"	"1"	"2016"	"2016"	137	22986	596.0
	"Idaho"	"16"	"< 1 year"	"1"	"2017"	"2017"	102	22911	445.2
	"Idaho"	"16"	"< 1 year"	"1"	"2018"	"2018"	109	22348	487.7
	"Idaho"	"16"	"< 1 year"	"1"	"2019"	"2019"	97	22106	438.8
	"Idaho"	"16"	"< 1 year"	"1"	"2020 "	"2020"	109	21547	505.9
	"Idaho"	"16"	"1-4 years"	"1-4"	"2015"	"2015"	16	90274	Unreliable
	"Idaho"	"16"	"1-4 years"	"1-4"	"2016"	"2016"	25	92303	27.1
	"Idaho"	"16"	"1-4 years"	"1-4"	"2017"	"2017"	25	94126	26.6
	"Idaho"	"16"	"1-4 years"	"1-4"	"2018"	"2018"	15	93991	Unreliable
	"Idaho"	"16"	"1-4 years"	"1-4"	"2019"	"2019"	21	94094	22.3
	"Idaho"	"16"	"1-4 years"	"1-4"	"2020 "	"2020"	19	92301	Unreliable
	"Idaho"	"16"	"5-14 years"	"5-14"	"2015"	"2015"	32	247308	12.9
	"Idaho"	"16"	"5-14 years"	"5-14"	"2016"	"2016"	49	247805	19.8
	"Idaho"	"16"	"5-14 years"	"5-14"	"2017"	"2017"	43	251252	17.1
	"Idaho"	"16"	"5-14 years"	"5-14"	"2018"	"2018"	37	254001	14.6
	"Idaho"	"16"	"5-14 years"	"5-14"	"2019"	"2019"	59	254788	23.2
	"Idaho"	"16"	"5-14 years"	"5-14"	"2020 "	"2020"	36	257827	14.0
	"Idaho"	"16"	"15-24 years"	"15-24"	"2015"	"2015"	172	228530	75.3
	"Idaho"	"16"	"15-24 years"	"15-24"	"2016"	"2016"	155	230642	67.2
	"Idaho"	"16"	"15-24 years"	"15-24"	"2017"	"2017"	161	234297	68.7
	"Idaho"	"16"	"15-24 years"	"15-24"	"2018"	"2018"	231	239400	96.5
	"Idaho"	"16"	"15-24 years"	"15-24"	"2019"	"2019"	166	241619	68.7
	"Idaho"	"16"	"15-24 years"	"15-24"	"2020 "	"2020"	197	247113	79.7
	"Idaho"	"16"	"25-34 years"	"25-34"	"2015"	"2015"	218	217691	100.1
	"Idaho"	"16"	"25-34 years"	"25-34"	"2016"	"2016"	233	221561	105.2
	"Idaho"	"16"	"25-34 years"	"25-34"	"2017"	"2017"	275	225719	121.8
	"Idaho"	"16"	"25-34 years"	"25-34"	"2018"	"2018"	240	231382	103.7
	"Idaho"	"16"	"25-34 years"	"25-34"	"2019"	"2019"	226	236490	95.6
	"Idaho"	"16"	"25-34 years"	"25-34"	"2020 "	"2020"	292	241578	120.9
	"Idaho"	"16"	"35-44 years"	"35-44"	"2015"	"2015"	371	202632	183.1
	"Idaho"	"16"	"35-44 years"	"35-44"	"2016"	"2016"	356	205995	172.8
	"Idaho"	"16"	"35-44 years"	"35-44"	"2017"	"2017"	364	212618	171.2
	"Idaho"	"16"	"35-44 years"	"35-44"	"2018"	"2018"	372	220029	169.1
	"Idaho"	"16"	"35-44 years"	"35-44"	"2019"	"2019"	372	227172	163.8
	"Idaho"	"16"	"35-44 years"	"35-44"	"2020 "	"2020"	456	234230	194.7
	"Idaho"	"16"	"45-54 years"	"45-54"	"2015"	"2015"	704	198782	354.2
	"Idaho"	"16"	"45-54 years"	"45-54"	"2016"	"2016"	691	198609	347.9
	"Idaho"	"16"	"45-54 years"	"45-54"	"2017"	"2017"	689	199372	345.6
	"Idaho"	"16"	"45-54 years"	"45-54"	"2018"	"2018"	738	199925	369.1
	"Idaho"	"16"	"45-54 years"	"45-54"	"2019"	"2019"	665	201766	329.6
	"Idaho"	"16"	"45-54 years"	"45-54"	"2020 "	"2020"	772	205499	375.7
	"Idaho"	"16"	"55-64 years"	"55-64"	"2015"	"2015"	1645	203570	808.1
	"Idaho"	"16"	"55-64 years"	"55-64"	"2016"	"2016"	1683	208250	808.2
	"Idaho"	"16"	"55-64 years"	"55-64"	"2017"	"2017"	1672	211747	789.6
	"Idaho"	"16"	"55-64 years"	"55-64"	"2018"	"2018"	1667	214850	775.9
	"Idaho"	"16"	"55-64 years"	"55-64"	"2019"	"2019"	1648	218360	754.7
	"Idaho"	"16"	"55-64 years"	"55-64"	"2020 "	"2020"	1868	220824	845.9
	"Idaho"	"16"	"65-74 years"	"65-74"	"2015"	"2015"	2347	145744	1610.4
	"Idaho"	"16"	"65-74 years"	"65-74"	"2016"	"2016"	2445	153740	1590.3
	"Idaho"	"16"	"65-74 years"	"65-74"	"2017"	"2017"	2683	160852	1668.0
	"Idaho"	"16"	"65-74 years"	"65-74"	"2018"	"2018"	2817	168241	1674.4
	"Idaho"	"16"	"65-74 years"	"65-74"	"2019"	"2019"	2775	175866	1577.9
	"Idaho"	"16"	"65-74 years"	"65-74"	"2020 "	"2020"	3250	185942	1747.9
	"Idaho"	"16"	"75-84 years"	"75-84"	"2015"	"2015"	3261	69816	4670.8
	"Idaho"	"16"	"75-84 years"	"75-84"	"2016"	"2016"	3434	72814	4716.1
	"Idaho"	"16"	"75-84 years"	"75-84"	"2017"	"2017"	3561	75442	4720.2
	"Idaho"	"16"	"75-84 years"	"75-84"	"2018"	"2018"	3538	80622	4388.4
	"Idaho"	"16"	"75-84 years"	"75-84"	"2019"	"2019"	3890	85030	4574.9
	"Idaho"	"16"	"75-84 years"	"75-84"	"2020 "	"2020"	4380	89638	4886.3
	"Idaho"	"16"	"85+ years"	"85+"	"2015"	"2015"	4154	27934	14870.8
	"Idaho"	"16"	"85+ years"	"85+"	"2016"	"2016"	4158	28435	14622.8
	"Idaho"	"16"	"85+ years"	"85+"	"2017"	"2017"	4436	28607	15506.7
	"Idaho"	"16"	"85+ years"	"85+"	"2018"	"2018"	4497	29419	15286.0
	"Idaho"	"16"	"85+ years"	"85+"	"2019"	"2019"	4511	29774	15150.8
	"Idaho"	"16"	"85+ years"	"85+"	"2020 "	"2020"	5023	30414	16515.4
	"Idaho"	"16"	"Not Stated"	"NS"	"2015"	"2015"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"Not Stated"	"NS"	"2016"	"2016"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"Not Stated"	"NS"	"2017"	"2017"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"Not Stated"	"NS"	"2018"	"2018"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"Not Stated"	"NS"	"2019"	"2019"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"Not Stated"	"NS"	"2020 "	"2020"	0	Not Applicable	Not Applicable
	"Illinois"	"17"	"< 1 year"	"1"	"2015"	"2015"	953	155304	613.6
	"Illinois"	"17"	"< 1 year"	"1"	"2016"	"2016"	980	153482	638.5
	"Illinois"	"17"	"< 1 year"	"1"	"2017"	"2017"	912	153473	594.2
	"Illinois"	"17"	"< 1 year"	"1"	"2018"	"2018"	942	147623	638.1
	"Illinois"	"17"	"< 1 year"	"1"	"2019"	"2019"	794	143723	552.5
	"Illinois"	"17"	"< 1 year"	"1"	"2020 "	"2020"	737	140052	526.2
	"Illinois"	"17"	"1-4 years"	"1-4"	"2015"	"2015"	122	628358	19.4
	"Illinois"	"17"	"1-4 years"	"1-4"	"2016"	"2016"	135	619029	21.8
	"Illinois"	"17"	"1-4 years"	"1-4"	"2017"	"2017"	143	619576	23.1
	"Illinois"	"17"	"1-4 years"	"1-4"	"2018"	"2018"	125	612996	20.4
	"Illinois"	"17"	"1-4 years"	"1-4"	"2019"	"2019"	128	603211	21.2
	"Illinois"	"17"	"1-4 years"	"1-4"	"2020 "	"2020"	125	587467	21.3
	"Illinois"	"17"	"5-14 years"	"5-14"	"2015"	"2015"	216	1658608	13.0
	"Illinois"	"17"	"5-14 years"	"5-14"	"2016"	"2016"	175	1639905	10.7
	"Illinois"	"17"	"5-14 years"	"5-14"	"2017"	"2017"	227	1616751	14.0
	"Illinois"	"17"	"5-14 years"	"5-14"	"2018"	"2018"	223	1597250	14.0
	"Illinois"	"17"	"5-14 years"	"5-14"	"2019"	"2019"	170	1575745	10.8
	"Illinois"	"17"	"5-14 years"	"5-14"	"2020 "	"2020"	207	1558281	13.3
	"Illinois"	"17"	"15-24 years"	"15-24"	"2015"	"2015"	1280	1752251	73.0
	"Illinois"	"17"	"15-24 years"	"15-24"	"2016"	"2016"	1398	1728204	80.9
	"Illinois"	"17"	"15-24 years"	"15-24"	"2017"	"2017"	1393	1702488	81.8
	"Illinois"	"17"	"15-24 years"	"15-24"	"2018"	"2018"	1176	1675707	70.2
	"Illinois"	"17"	"15-24 years"	"15-24"	"2019"	"2019"	1109	1652607	67.1
	"Illinois"	"17"	"15-24 years"	"15-24"	"2020 "	"2020"	1425	1630596	87.4
	"Illinois"	"17"	"25-34 years"	"25-34"	"2015"	"2015"	1762	1774341	99.3
	"Illinois"	"17"	"25-34 years"	"25-34"	"2016"	"2016"	2161	1774032	121.8
	"Illinois"	"17"	"25-34 years"	"25-34"	"2017"	"2017"	2279	1776073	128.3
	"Illinois"	"17"	"25-34 years"	"25-34"	"2018"	"2018"	2197	1769781	124.1
	"Illinois"	"17"	"25-34 years"	"25-34"	"2019"	"2019"	2138	1758096	121.6
	"Illinois"	"17"	"25-34 years"	"25-34"	"2020 "	"2020"	2672	1741284	153.4
	"Illinois"	"17"	"35-44 years"	"35-44"	"2015"	"2015"	2616	1669816	156.7
	"Illinois"	"17"	"35-44 years"	"35-44"	"2016"	"2016"	2836	1646756	172.2
	"Illinois"	"17"	"35-44 years"	"35-44"	"2017"	"2017"	2803	1639168	171.0
	"Illinois"	"17"	"35-44 years"	"35-44"	"2018"	"2018"	2937	1639725	179.1
	"Illinois"	"17"	"35-44 years"	"35-44"	"2019"	"2019"	3042	1637135	185.8
	"Illinois"	"17"	"35-44 years"	"35-44"	"2020 "	"2020"	3770	1636418	230.4
	"Illinois"	"17"	"45-54 years"	"45-54"	"2015"	"2015"	6431	1746424	368.2
	"Illinois"	"17"	"45-54 years"	"45-54"	"2016"	"2016"	6256	1713154	365.2
	"Illinois"	"17"	"45-54 years"	"45-54"	"2017"	"2017"	6084	1682908	361.5
	"Illinois"	"17"	"45-54 years"	"45-54"	"2018"	"2018"	6048	1639850	368.8
	"Illinois"	"17"	"45-54 years"	"45-54"	"2019"	"2019"	5981	1599789	373.9
	"Illinois"	"17"	"45-54 years"	"45-54"	"2020 "	"2020"	7183	1565738	458.8
	"Illinois"	"17"	"55-64 years"	"55-64"	"2015"	"2015"	13871	1644616	843.4
	"Illinois"	"17"	"55-64 years"	"55-64"	"2016"	"2016"	13962	1655713	843.3
	"Illinois"	"17"	"55-64 years"	"55-64"	"2017"	"2017"	14042	1666188	842.8
	"Illinois"	"17"	"55-64 years"	"55-64"	"2018"	"2018"	14564	1665187	874.6
	"Illinois"	"17"	"55-64 years"	"55-64"	"2019"	"2019"	13981	1658283	843.1
	"Illinois"	"17"	"55-64 years"	"55-64"	"2020 "	"2020"	17084	1638460	1042.7
	"Illinois"	"17"	"65-74 years"	"65-74"	"2015"	"2015"	18800	1038829	1809.7
	"Illinois"	"17"	"65-74 years"	"65-74"	"2016"	"2016"	19317	1072843	1800.5
	"Illinois"	"17"	"65-74 years"	"65-74"	"2017"	"2017"	20061	1116989	1796.0
	"Illinois"	"17"	"65-74 years"	"65-74"	"2018"	"2018"	20089	1142253	1758.7
	"Illinois"	"17"	"65-74 years"	"65-74"	"2019"	"2019"	20643	1176033	1755.3
	"Illinois"	"17"	"65-74 years"	"65-74"	"2020 "	"2020"	26040	1211741	2149.0
	"Illinois"	"17"	"75-84 years"	"75-84"	"2015"	"2015"	24981	532731	4689.2
	"Illinois"	"17"	"75-84 years"	"75-84"	"2016"	"2016"	24688	538938	4580.9
	"Illinois"	"17"	"75-84 years"	"75-84"	"2017"	"2017"	25679	562512	4565.1
	"Illinois"	"17"	"75-84 years"	"75-84"	"2018"	"2018"	25838	584034	4424.1
	"Illinois"	"17"	"75-84 years"	"75-84"	"2019"	"2019"	25963	600230	4325.5
	"Illinois"	"17"	"75-84 years"	"75-84"	"2020 "	"2020"	31661	610637	5184.9
	"Illinois"	"17"	"85+ years"	"85+"	"2015"	"2015"	35831	258717	13849.5
	"Illinois"	"17"	"85+ years"	"85+"	"2016"	"2016"	35110	259483	13530.8
	"Illinois"	"17"	"85+ years"	"85+"	"2017"	"2017"	36095	265897	13574.8
	"Illinois"	"17"	"85+ years"	"85+"	"2018"	"2018"	35879	266674	13454.3
	"Illinois"	"17"	"85+ years"	"85+"	"2019"	"2019"	35143	266969	13163.7
	"Illinois"	"17"	"85+ years"	"85+"	"2020 "	"2020"	41752	266856	15645.9
	"Illinois"	"17"	"Not Stated"	"NS"	"2015"	"2015"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"Not Stated"	"NS"	"2016"	"2016"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"Not Stated"	"NS"	"2017"	"2017"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"Not Stated"	"NS"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"Not Stated"	"NS"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"Not Stated"	"NS"	"2020 "	"2020"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"< 1 year"	"1"	"2015"	"2015"	611	83603	730.8
	"Indiana"	"18"	"< 1 year"	"1"	"2016"	"2016"	620	83679	740.9
	"Indiana"	"18"	"< 1 year"	"1"	"2017"	"2017"	600	82498	727.3
	"Indiana"	"18"	"< 1 year"	"1"	"2018"	"2018"	556	80539	690.3
	"Indiana"	"18"	"< 1 year"	"1"	"2019"	"2019"	525	80356	653.3
	"Indiana"	"18"	"< 1 year"	"1"	"2020 "	"2020"	527	80450	655.1
	"Indiana"	"18"	"1-4 years"	"1-4"	"2015"	"2015"	87	335887	25.9
	"Indiana"	"18"	"1-4 years"	"1-4"	"2016"	"2016"	94	338308	27.8
	"Indiana"	"18"	"1-4 years"	"1-4"	"2017"	"2017"	96	338678	28.3
	"Indiana"	"18"	"1-4 years"	"1-4"	"2018"	"2018"	95	338005	28.1
	"Indiana"	"18"	"1-4 years"	"1-4"	"2019"	"2019"	95	337984	28.1
	"Indiana"	"18"	"1-4 years"	"1-4"	"2020 "	"2020"	96	334968	28.7
	"Indiana"	"18"	"5-14 years"	"5-14"	"2015"	"2015"	138	884940	15.6
	"Indiana"	"18"	"5-14 years"	"5-14"	"2016"	"2016"	132	878322	15.0
	"Indiana"	"18"	"5-14 years"	"5-14"	"2017"	"2017"	151	878413	17.2
	"Indiana"	"18"	"5-14 years"	"5-14"	"2018"	"2018"	128	878696	14.6
	"Indiana"	"18"	"5-14 years"	"5-14"	"2019"	"2019"	133	878981	15.1
	"Indiana"	"18"	"5-14 years"	"5-14"	"2020 "	"2020"	149	880056	16.9
	"Indiana"	"18"	"15-24 years"	"15-24"	"2015"	"2015"	782	940770	83.1
	"Indiana"	"18"	"15-24 years"	"15-24"	"2016"	"2016"	816	936397	87.1
	"Indiana"	"18"	"15-24 years"	"15-24"	"2017"	"2017"	797	931694	85.5
	"Indiana"	"18"	"15-24 years"	"15-24"	"2018"	"2018"	782	926867	84.4
	"Indiana"	"18"	"15-24 years"	"15-24"	"2019"	"2019"	751	930398	80.7
	"Indiana"	"18"	"15-24 years"	"15-24"	"2020 "	"2020"	916	927013	98.8
	"Indiana"	"18"	"25-34 years"	"25-34"	"2015"	"2015"	1263	850559	148.5
	"Indiana"	"18"	"25-34 years"	"25-34"	"2016"	"2016"	1382	859672	160.8
	"Indiana"	"18"	"25-34 years"	"25-34"	"2017"	"2017"	1507	868804	173.5
	"Indiana"	"18"	"25-34 years"	"25-34"	"2018"	"2018"	1330	877438	151.6
	"Indiana"	"18"	"25-34 years"	"25-34"	"2019"	"2019"	1417	890687	159.1
	"Indiana"	"18"	"25-34 years"	"25-34"	"2020 "	"2020"	1835	897324	204.5
	"Indiana"	"18"	"35-44 years"	"35-44"	"2015"	"2015"	1739	823056	211.3
	"Indiana"	"18"	"35-44 years"	"35-44"	"2016"	"2016"	1858	814899	228.0
	"Indiana"	"18"	"35-44 years"	"35-44"	"2017"	"2017"	2025	816778	247.9
	"Indiana"	"18"	"35-44 years"	"35-44"	"2018"	"2018"	1955	822202	237.8
	"Indiana"	"18"	"35-44 years"	"35-44"	"2019"	"2019"	1940	828959	234.0
	"Indiana"	"18"	"35-44 years"	"35-44"	"2020 "	"2020"	2391	835433	286.2
	"Indiana"	"18"	"45-54 years"	"45-54"	"2015"	"2015"	4063	878974	462.2
	"Indiana"	"18"	"45-54 years"	"45-54"	"2016"	"2016"	4166	865746	481.2
	"Indiana"	"18"	"45-54 years"	"45-54"	"2017"	"2017"	4153	854456	486.0
	"Indiana"	"18"	"45-54 years"	"45-54"	"2018"	"2018"	3900	839824	464.4
	"Indiana"	"18"	"45-54 years"	"45-54"	"2019"	"2019"	3811	824029	462.5
	"Indiana"	"18"	"45-54 years"	"45-54"	"2020 "	"2020"	4379	813342	538.4
	"Indiana"	"18"	"55-64 years"	"55-64"	"2015"	"2015"	8537	855764	997.6
	"Indiana"	"18"	"55-64 years"	"55-64"	"2016"	"2016"	8723	864467	1009.1
	"Indiana"	"18"	"55-64 years"	"55-64"	"2017"	"2017"	8815	870607	1012.5
	"Indiana"	"18"	"55-64 years"	"55-64"	"2018"	"2018"	9008	873286	1031.5
	"Indiana"	"18"	"55-64 years"	"55-64"	"2019"	"2019"	8915	875082	1018.8
	"Indiana"	"18"	"55-64 years"	"55-64"	"2020 "	"2020"	10343	871082	1187.4
	"Indiana"	"18"	"65-74 years"	"65-74"	"2015"	"2015"	11676	556692	2097.4
	"Indiana"	"18"	"65-74 years"	"65-74"	"2016"	"2016"	11903	576378	2065.1
	"Indiana"	"18"	"65-74 years"	"65-74"	"2017"	"2017"	12497	598944	2086.5
	"Indiana"	"18"	"65-74 years"	"65-74"	"2018"	"2018"	12888	615581	2093.6
	"Indiana"	"18"	"65-74 years"	"65-74"	"2019"	"2019"	13361	636737	2098.4
	"Indiana"	"18"	"65-74 years"	"65-74"	"2020 "	"2020"	15725	658882	2386.6
