"Notes"	"Residence State"	"Residence State Code"	"Year"	"Year Code"	"MCD - ICD Chapter"	"MCD - ICD Chapter Code"	Deaths	Population	Crude Rate
	"District of Columbia"	"11"	"2022"	"2022"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	973	671803	144.8
	"District of Columbia"	"11"	"2022"	"2022"	"Codes for special purposes"	"U00-U99"	342	671803	50.9
	"District of Columbia"	"11"	"2022"	"2022"	"External causes of morbidity and mortality"	"V01-Y89"	1016	671803	151.2
	"District of Columbia"	"11"	"2022"	"2022"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"999--999"	0	0	Unreliable
	"District of Columbia"	"11"	"2023 (provisional)"	"2023"	"Certain infectious and parasitic diseases"	"A00-B99"	618	671803	92.0
	"District of Columbia"	"11"	"2023 (provisional)"	"2023"	"Neoplasms"	"C00-D48"	1117	671803	166.3
	"District of Columbia"	"11"	"2023 (provisional)"	"2023"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	224	671803	33.3
	"District of Columbia"	"11"	"2023 (provisional)"	"2023"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	1059	671803	157.6
	"District of Columbia"	"11"	"2023 (provisional)"	"2023"	"Mental and behavioural disorders"	"F01-F99"	1351	671803	201.1
	"District of Columbia"	"11"	"2023 (provisional)"	"2023"	"Diseases of the nervous system"	"G00-G98"	445	671803	66.2
	"District of Columbia"	"11"	"2023 (provisional)"	"2023"	"Diseases of the eye and adnexa"	"H00-H59"	Suppressed	671803	Suppressed
	"District of Columbia"	"11"	"2023 (provisional)"	"2023"	"Diseases of the ear and mastoid process"	"H60-H95"	Suppressed	671803	Suppressed
	"District of Columbia"	"11"	"2023 (provisional)"	"2023"	"Diseases of the circulatory system"	"I00-I99"	2536	671803	377.5
	"District of Columbia"	"11"	"2023 (provisional)"	"2023"	"Diseases of the respiratory system"	"J00-J98"	1055	671803	157.0
	"District of Columbia"	"11"	"2023 (provisional)"	"2023"	"Diseases of the digestive system"	"K00-K92"	407	671803	60.6
	"District of Columbia"	"11"	"2023 (provisional)"	"2023"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	104	671803	15.5
	"District of Columbia"	"11"	"2023 (provisional)"	"2023"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	126	671803	18.8
	"District of Columbia"	"11"	"2023 (provisional)"	"2023"	"Diseases of the genitourinary system"	"N00-N99"	525	671803	78.1
	"District of Columbia"	"11"	"2023 (provisional)"	"2023"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	Suppressed	671803	Suppressed
	"District of Columbia"	"11"	"2023 (provisional)"	"2023"	"Certain conditions originating in the perinatal period"	"P00-P96"	27	671803	4.0
	"District of Columbia"	"11"	"2023 (provisional)"	"2023"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	32	671803	4.8
	"District of Columbia"	"11"	"2023 (provisional)"	"2023"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	759	671803	113.0
	"District of Columbia"	"11"	"2023 (provisional)"	"2023"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	944	671803	140.5
	"District of Columbia"	"11"	"2023 (provisional)"	"2023"	"Codes for special purposes"	"U00-U99"	101	671803	15.0
	"District of Columbia"	"11"	"2023 (provisional)"	"2023"	"External causes of morbidity and mortality"	"V01-Y89"	911	671803	135.6
	"District of Columbia"	"11"	"2023 (provisional)"	"2023"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"999--999"	80	671803	11.9
	"District of Columbia"	"11"	"2024 (provisional and partial)"	"2024"	"Certain infectious and parasitic diseases"	"A00-B99"	255	671803	38.0
	"District of Columbia"	"11"	"2024 (provisional and partial)"	"2024"	"Neoplasms"	"C00-D48"	456	671803	67.9
	"District of Columbia"	"11"	"2024 (provisional and partial)"	"2024"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	79	671803	11.8
	"District of Columbia"	"11"	"2024 (provisional and partial)"	"2024"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	393	671803	58.5
	"District of Columbia"	"11"	"2024 (provisional and partial)"	"2024"	"Mental and behavioural disorders"	"F01-F99"	414	671803	61.6
	"District of Columbia"	"11"	"2024 (provisional and partial)"	"2024"	"Diseases of the nervous system"	"G00-G98"	170	671803	25.3
	"District of Columbia"	"11"	"2024 (provisional and partial)"	"2024"	"Diseases of the eye and adnexa"	"H00-H59"	Suppressed	671803	Suppressed
	"District of Columbia"	"11"	"2024 (provisional and partial)"	"2024"	"Diseases of the ear and mastoid process"	"H60-H95"	Suppressed	671803	Suppressed
	"District of Columbia"	"11"	"2024 (provisional and partial)"	"2024"	"Diseases of the circulatory system"	"I00-I99"	947	671803	141.0
	"District of Columbia"	"11"	"2024 (provisional and partial)"	"2024"	"Diseases of the respiratory system"	"J00-J98"	407	671803	60.6
	"District of Columbia"	"11"	"2024 (provisional and partial)"	"2024"	"Diseases of the digestive system"	"K00-K92"	173	671803	25.8
	"District of Columbia"	"11"	"2024 (provisional and partial)"	"2024"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	42	671803	6.3
	"District of Columbia"	"11"	"2024 (provisional and partial)"	"2024"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	58	671803	8.6
	"District of Columbia"	"11"	"2024 (provisional and partial)"	"2024"	"Diseases of the genitourinary system"	"N00-N99"	214	671803	31.9
	"District of Columbia"	"11"	"2024 (provisional and partial)"	"2024"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	Suppressed	671803	Suppressed
	"District of Columbia"	"11"	"2024 (provisional and partial)"	"2024"	"Certain conditions originating in the perinatal period"	"P00-P96"	13	671803	Unreliable
	"District of Columbia"	"11"	"2024 (provisional and partial)"	"2024"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	14	671803	Unreliable
	"District of Columbia"	"11"	"2024 (provisional and partial)"	"2024"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	395	671803	58.8
	"District of Columbia"	"11"	"2024 (provisional and partial)"	"2024"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	105	671803	15.6
	"District of Columbia"	"11"	"2024 (provisional and partial)"	"2024"	"Codes for special purposes"	"U00-U99"	34	671803	5.1
	"District of Columbia"	"11"	"2024 (provisional and partial)"	"2024"	"External causes of morbidity and mortality"	"V01-Y89"	0	671803	Unreliable
	"District of Columbia"	"11"	"2024 (provisional and partial)"	"2024"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"999--999"	166	671803	24.7
	"Florida"	"12"	"2018"	"2018"	"Certain infectious and parasitic diseases"	"A00-B99"	17226	21299325	80.9
	"Florida"	"12"	"2018"	"2018"	"Neoplasms"	"C00-D48"	51024	21299325	239.6
	"Florida"	"12"	"2018"	"2018"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	5680	21299325	26.7
	"Florida"	"12"	"2018"	"2018"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	29085	21299325	136.6
	"Florida"	"12"	"2018"	"2018"	"Mental and behavioural disorders"	"F01-F99"	43404	21299325	203.8
	"Florida"	"12"	"2018"	"2018"	"Diseases of the nervous system"	"G00-G98"	23205	21299325	108.9
	"Florida"	"12"	"2018"	"2018"	"Diseases of the eye and adnexa"	"H00-H59"	178	21299325	0.8
	"Florida"	"12"	"2018"	"2018"	"Diseases of the ear and mastoid process"	"H60-H95"	69	21299325	0.3
	"Florida"	"12"	"2018"	"2018"	"Diseases of the circulatory system"	"I00-I99"	110814	21299325	520.3
	"Florida"	"12"	"2018"	"2018"	"Diseases of the respiratory system"	"J00-J98"	54025	21299325	253.6
	"Florida"	"12"	"2018"	"2018"	"Diseases of the digestive system"	"K00-K92"	15093	21299325	70.9
	"Florida"	"12"	"2018"	"2018"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	1416	21299325	6.6
	"Florida"	"12"	"2018"	"2018"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	3232	21299325	15.2
	"Florida"	"12"	"2018"	"2018"	"Diseases of the genitourinary system"	"N00-N99"	16596	21299325	77.9
	"Florida"	"12"	"2018"	"2018"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	99	21299325	0.5
	"Florida"	"12"	"2018"	"2018"	"Certain conditions originating in the perinatal period"	"P00-P96"	914	21299325	4.3
	"Florida"	"12"	"2018"	"2018"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	843	21299325	4.0
	"Florida"	"12"	"2018"	"2018"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	31231	21299325	146.6
	"Florida"	"12"	"2018"	"2018"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	20915	21299325	98.2
	"Florida"	"12"	"2018"	"2018"	"Codes for special purposes"	"U00-U99"	0	21299325	Unreliable
	"Florida"	"12"	"2018"	"2018"	"External causes of morbidity and mortality"	"V01-Y89"	22319	21299325	104.8
	"Florida"	"12"	"2018"	"2018"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"999--999"	0	0	Unreliable
	"Florida"	"12"	"2019"	"2019"	"Certain infectious and parasitic diseases"	"A00-B99"	17415	21477737	81.1
	"Florida"	"12"	"2019"	"2019"	"Neoplasms"	"C00-D48"	51660	21477737	240.5
	"Florida"	"12"	"2019"	"2019"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	6140	21477737	28.6
	"Florida"	"12"	"2019"	"2019"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	30490	21477737	142.0
	"Florida"	"12"	"2019"	"2019"	"Mental and behavioural disorders"	"F01-F99"	43716	21477737	203.5
	"Florida"	"12"	"2019"	"2019"	"Diseases of the nervous system"	"G00-G98"	24058	21477737	112.0
	"Florida"	"12"	"2019"	"2019"	"Diseases of the eye and adnexa"	"H00-H59"	193	21477737	0.9
	"Florida"	"12"	"2019"	"2019"	"Diseases of the ear and mastoid process"	"H60-H95"	67	21477737	0.3
	"Florida"	"12"	"2019"	"2019"	"Diseases of the circulatory system"	"I00-I99"	113112	21477737	526.6
	"Florida"	"12"	"2019"	"2019"	"Diseases of the respiratory system"	"J00-J98"	54343	21477737	253.0
	"Florida"	"12"	"2019"	"2019"	"Diseases of the digestive system"	"K00-K92"	15210	21477737	70.8
	"Florida"	"12"	"2019"	"2019"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	1548	21477737	7.2
	"Florida"	"12"	"2019"	"2019"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	3520	21477737	16.4
	"Florida"	"12"	"2019"	"2019"	"Diseases of the genitourinary system"	"N00-N99"	17233	21477737	80.2
	"Florida"	"12"	"2019"	"2019"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	113	21477737	0.5
	"Florida"	"12"	"2019"	"2019"	"Certain conditions originating in the perinatal period"	"P00-P96"	924	21477737	4.3
	"Florida"	"12"	"2019"	"2019"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	854	21477737	4.0
	"Florida"	"12"	"2019"	"2019"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	31253	21477737	145.5
	"Florida"	"12"	"2019"	"2019"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	21442	21477737	99.8
	"Florida"	"12"	"2019"	"2019"	"Codes for special purposes"	"U00-U99"	Suppressed	21477737	Suppressed
	"Florida"	"12"	"2019"	"2019"	"External causes of morbidity and mortality"	"V01-Y89"	23678	21477737	110.2
	"Florida"	"12"	"2019"	"2019"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"999--999"	0	0	Unreliable
	"Florida"	"12"	"2020"	"2020"	"Certain infectious and parasitic diseases"	"A00-B99"	20574	21733312	94.7
	"Florida"	"12"	"2020"	"2020"	"Neoplasms"	"C00-D48"	53033	21733312	244.0
	"Florida"	"12"	"2020"	"2020"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	7334	21733312	33.7
	"Florida"	"12"	"2020"	"2020"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	42603	21733312	196.0
	"Florida"	"12"	"2020"	"2020"	"Mental and behavioural disorders"	"F01-F99"	52684	21733312	242.4
	"Florida"	"12"	"2020"	"2020"	"Diseases of the nervous system"	"G00-G98"	28649	21733312	131.8
	"Florida"	"12"	"2020"	"2020"	"Diseases of the eye and adnexa"	"H00-H59"	152	21733312	0.7
	"Florida"	"12"	"2020"	"2020"	"Diseases of the ear and mastoid process"	"H60-H95"	68	21733312	0.3
	"Florida"	"12"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	134305	21733312	618.0
	"Florida"	"12"	"2020"	"2020"	"Diseases of the respiratory system"	"J00-J98"	72534	21733312	333.7
	"Florida"	"12"	"2020"	"2020"	"Diseases of the digestive system"	"K00-K92"	17106	21733312	78.7
	"Florida"	"12"	"2020"	"2020"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	1835	21733312	8.4
	"Florida"	"12"	"2020"	"2020"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	3753	21733312	17.3
	"Florida"	"12"	"2020"	"2020"	"Diseases of the genitourinary system"	"N00-N99"	20798	21733312	95.7
	"Florida"	"12"	"2020"	"2020"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	61	21733312	0.3
	"Florida"	"12"	"2020"	"2020"	"Certain conditions originating in the perinatal period"	"P00-P96"	804	21733312	3.7
	"Florida"	"12"	"2020"	"2020"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	938	21733312	4.3
	"Florida"	"12"	"2020"	"2020"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	36029	21733312	165.8
	"Florida"	"12"	"2020"	"2020"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	24690	21733312	113.6
	"Florida"	"12"	"2020"	"2020"	"Codes for special purposes"	"U00-U99"	21568	21733312	99.2
	"Florida"	"12"	"2020"	"2020"	"External causes of morbidity and mortality"	"V01-Y89"	27064	21733312	124.5
	"Florida"	"12"	"2020"	"2020"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"999--999"	0	0	Unreliable
	"Florida"	"12"	"2021"	"2021"	"Certain infectious and parasitic diseases"	"A00-B99"	26803	21781128	123.1
	"Florida"	"12"	"2021"	"2021"	"Neoplasms"	"C00-D48"	54650	21781128	250.9
	"Florida"	"12"	"2021"	"2021"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	8358	21781128	38.4
	"Florida"	"12"	"2021"	"2021"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	44637	21781128	204.9
	"Florida"	"12"	"2021"	"2021"	"Mental and behavioural disorders"	"F01-F99"	52181	21781128	239.6
	"Florida"	"12"	"2021"	"2021"	"Diseases of the nervous system"	"G00-G98"	29113	21781128	133.7
	"Florida"	"12"	"2021"	"2021"	"Diseases of the eye and adnexa"	"H00-H59"	165	21781128	0.8
	"Florida"	"12"	"2021"	"2021"	"Diseases of the ear and mastoid process"	"H60-H95"	65	21781128	0.3
	"Florida"	"12"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	139851	21781128	642.1
	"Florida"	"12"	"2021"	"2021"	"Diseases of the respiratory system"	"J00-J98"	88765	21781128	407.5
	"Florida"	"12"	"2021"	"2021"	"Diseases of the digestive system"	"K00-K92"	18696	21781128	85.8
	"Florida"	"12"	"2021"	"2021"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	2302	21781128	10.6
	"Florida"	"12"	"2021"	"2021"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	4161	21781128	19.1
	"Florida"	"12"	"2021"	"2021"	"Diseases of the genitourinary system"	"N00-N99"	25402	21781128	116.6
	"Florida"	"12"	"2021"	"2021"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	114	21781128	0.5
	"Florida"	"12"	"2021"	"2021"	"Certain conditions originating in the perinatal period"	"P00-P96"	896	21781128	4.1
	"Florida"	"12"	"2021"	"2021"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	960	21781128	4.4
	"Florida"	"12"	"2021"	"2021"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	42265	21781128	194.0
	"Florida"	"12"	"2021"	"2021"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	26710	21781128	122.6
	"Florida"	"12"	"2021"	"2021"	"Codes for special purposes"	"U00-U99"	38045	21781128	174.7
	"Florida"	"12"	"2021"	"2021"	"External causes of morbidity and mortality"	"V01-Y89"	29565	21781128	135.7
	"Florida"	"12"	"2021"	"2021"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"999--999"	0	0	Unreliable
	"Florida"	"12"	"2022"	"2022"	"Certain infectious and parasitic diseases"	"A00-B99"	22522	22244823	101.2
	"Florida"	"12"	"2022"	"2022"	"Neoplasms"	"C00-D48"	55080	22244823	247.6
	"Florida"	"12"	"2022"	"2022"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	8084	22244823	36.3
	"Florida"	"12"	"2022"	"2022"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	41407	22244823	186.1
	"Florida"	"12"	"2022"	"2022"	"Mental and behavioural disorders"	"F01-F99"	51188	22244823	230.1
	"Florida"	"12"	"2022"	"2022"	"Diseases of the nervous system"	"G00-G98"	28728	22244823	129.1
	"Florida"	"12"	"2022"	"2022"	"Diseases of the eye and adnexa"	"H00-H59"	136	22244823	0.6
	"Florida"	"12"	"2022"	"2022"	"Diseases of the ear and mastoid process"	"H60-H95"	84	22244823	0.4
	"Florida"	"12"	"2022"	"2022"	"Diseases of the circulatory system"	"I00-I99"	133444	22244823	599.9
	"Florida"	"12"	"2022"	"2022"	"Diseases of the respiratory system"	"J00-J98"	69905	22244823	314.3
	"Florida"	"12"	"2022"	"2022"	"Diseases of the digestive system"	"K00-K92"	18855	22244823	84.8
	"Florida"	"12"	"2022"	"2022"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	2454	22244823	11.0
	"Florida"	"12"	"2022"	"2022"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	4095	22244823	18.4
	"Florida"	"12"	"2022"	"2022"	"Diseases of the genitourinary system"	"N00-N99"	22850	22244823	102.7
	"Florida"	"12"	"2022"	"2022"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	56	22244823	0.3
	"Florida"	"12"	"2022"	"2022"	"Certain conditions originating in the perinatal period"	"P00-P96"	940	22244823	4.2
	"Florida"	"12"	"2022"	"2022"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	1058	22244823	4.8
	"Florida"	"12"	"2022"	"2022"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	40941	22244823	184.0
	"Florida"	"12"	"2022"	"2022"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	26386	22244823	118.6
	"Florida"	"12"	"2022"	"2022"	"Codes for special purposes"	"U00-U99"	16535	22244823	74.3
	"Florida"	"12"	"2022"	"2022"	"External causes of morbidity and mortality"	"V01-Y89"	27528	22244823	123.8
	"Florida"	"12"	"2022"	"2022"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"999--999"	0	0	Unreliable
	"Florida"	"12"	"2023 (provisional)"	"2023"	"Certain infectious and parasitic diseases"	"A00-B99"	20626	22244823	92.7
	"Florida"	"12"	"2023 (provisional)"	"2023"	"Neoplasms"	"C00-D48"	55224	22244823	248.3
	"Florida"	"12"	"2023 (provisional)"	"2023"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	8346	22244823	37.5
	"Florida"	"12"	"2023 (provisional)"	"2023"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	40772	22244823	183.3
	"Florida"	"12"	"2023 (provisional)"	"2023"	"Mental and behavioural disorders"	"F01-F99"	48780	22244823	219.3
	"Florida"	"12"	"2023 (provisional)"	"2023"	"Diseases of the nervous system"	"G00-G98"	27801	22244823	125.0
	"Florida"	"12"	"2023 (provisional)"	"2023"	"Diseases of the eye and adnexa"	"H00-H59"	165	22244823	0.7
	"Florida"	"12"	"2023 (provisional)"	"2023"	"Diseases of the ear and mastoid process"	"H60-H95"	100	22244823	0.4
	"Florida"	"12"	"2023 (provisional)"	"2023"	"Diseases of the circulatory system"	"I00-I99"	130608	22244823	587.1
	"Florida"	"12"	"2023 (provisional)"	"2023"	"Diseases of the respiratory system"	"J00-J98"	63834	22244823	287.0
	"Florida"	"12"	"2023 (provisional)"	"2023"	"Diseases of the digestive system"	"K00-K92"	18160	22244823	81.6
	"Florida"	"12"	"2023 (provisional)"	"2023"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	2516	22244823	11.3
	"Florida"	"12"	"2023 (provisional)"	"2023"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	4344	22244823	19.5
	"Florida"	"12"	"2023 (provisional)"	"2023"	"Diseases of the genitourinary system"	"N00-N99"	21511	22244823	96.7
	"Florida"	"12"	"2023 (provisional)"	"2023"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	60	22244823	0.3
	"Florida"	"12"	"2023 (provisional)"	"2023"	"Certain conditions originating in the perinatal period"	"P00-P96"	940	22244823	4.2
	"Florida"	"12"	"2023 (provisional)"	"2023"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	991	22244823	4.5
	"Florida"	"12"	"2023 (provisional)"	"2023"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	40735	22244823	183.1
	"Florida"	"12"	"2023 (provisional)"	"2023"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	25392	22244823	114.1
	"Florida"	"12"	"2023 (provisional)"	"2023"	"Codes for special purposes"	"U00-U99"	5599	22244823	25.2
	"Florida"	"12"	"2023 (provisional)"	"2023"	"External causes of morbidity and mortality"	"V01-Y89"	24677	22244823	110.9
	"Florida"	"12"	"2023 (provisional)"	"2023"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"999--999"	2088	22244823	9.4
	"Florida"	"12"	"2024 (provisional and partial)"	"2024"	"Certain infectious and parasitic diseases"	"A00-B99"	8155	22244823	36.7
	"Florida"	"12"	"2024 (provisional and partial)"	"2024"	"Neoplasms"	"C00-D48"	21986	22244823	98.8
	"Florida"	"12"	"2024 (provisional and partial)"	"2024"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	3459	22244823	15.5
	"Florida"	"12"	"2024 (provisional and partial)"	"2024"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	16789	22244823	75.5
	"Florida"	"12"	"2024 (provisional and partial)"	"2024"	"Mental and behavioural disorders"	"F01-F99"	18039	22244823	81.1
	"Florida"	"12"	"2024 (provisional and partial)"	"2024"	"Diseases of the nervous system"	"G00-G98"	10960	22244823	49.3
	"Florida"	"12"	"2024 (provisional and partial)"	"2024"	"Diseases of the eye and adnexa"	"H00-H59"	126	22244823	0.6
	"Florida"	"12"	"2024 (provisional and partial)"	"2024"	"Diseases of the ear and mastoid process"	"H60-H95"	35	22244823	0.2
	"Florida"	"12"	"2024 (provisional and partial)"	"2024"	"Diseases of the circulatory system"	"I00-I99"	52172	22244823	234.5
	"Florida"	"12"	"2024 (provisional and partial)"	"2024"	"Diseases of the respiratory system"	"J00-J98"	26102	22244823	117.3
	"Florida"	"12"	"2024 (provisional and partial)"	"2024"	"Diseases of the digestive system"	"K00-K92"	7357	22244823	33.1
	"Florida"	"12"	"2024 (provisional and partial)"	"2024"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	985	22244823	4.4
	"Florida"	"12"	"2024 (provisional and partial)"	"2024"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1843	22244823	8.3
	"Florida"	"12"	"2024 (provisional and partial)"	"2024"	"Diseases of the genitourinary system"	"N00-N99"	8633	22244823	38.8
	"Florida"	"12"	"2024 (provisional and partial)"	"2024"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	17	22244823	Unreliable
	"Florida"	"12"	"2024 (provisional and partial)"	"2024"	"Certain conditions originating in the perinatal period"	"P00-P96"	276	22244823	1.2
	"Florida"	"12"	"2024 (provisional and partial)"	"2024"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	376	22244823	1.7
	"Florida"	"12"	"2024 (provisional and partial)"	"2024"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	17820	22244823	80.1
	"Florida"	"12"	"2024 (provisional and partial)"	"2024"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	6156	22244823	27.7
	"Florida"	"12"	"2024 (provisional and partial)"	"2024"	"Codes for special purposes"	"U00-U99"	1694	22244823	7.6
	"Florida"	"12"	"2024 (provisional and partial)"	"2024"	"External causes of morbidity and mortality"	"V01-Y89"	0	22244823	Unreliable
	"Florida"	"12"	"2024 (provisional and partial)"	"2024"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"999--999"	7879	22244823	35.4
	"Georgia"	"13"	"2018"	"2018"	"Certain infectious and parasitic diseases"	"A00-B99"	7924	10519475	75.3
	"Georgia"	"13"	"2018"	"2018"	"Neoplasms"	"C00-D48"	19075	10519475	181.3
	"Georgia"	"13"	"2018"	"2018"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	1775	10519475	16.9
	"Georgia"	"13"	"2018"	"2018"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	11793	10519475	112.1
	"Georgia"	"13"	"2018"	"2018"	"Mental and behavioural disorders"	"F01-F99"	15458	10519475	146.9
	"Georgia"	"13"	"2018"	"2018"	"Diseases of the nervous system"	"G00-G98"	10909	10519475	103.7
	"Georgia"	"13"	"2018"	"2018"	"Diseases of the eye and adnexa"	"H00-H59"	47	10519475	0.4
	"Georgia"	"13"	"2018"	"2018"	"Diseases of the ear and mastoid process"	"H60-H95"	Suppressed	10519475	Suppressed
	"Georgia"	"13"	"2018"	"2018"	"Diseases of the circulatory system"	"I00-I99"	46163	10519475	438.8
	"Georgia"	"13"	"2018"	"2018"	"Diseases of the respiratory system"	"J00-J98"	22389	10519475	212.8
	"Georgia"	"13"	"2018"	"2018"	"Diseases of the digestive system"	"K00-K92"	5659	10519475	53.8
	"Georgia"	"13"	"2018"	"2018"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	608	10519475	5.8
	"Georgia"	"13"	"2018"	"2018"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	997	10519475	9.5
	"Georgia"	"13"	"2018"	"2018"	"Diseases of the genitourinary system"	"N00-N99"	7342	10519475	69.8
	"Georgia"	"13"	"2018"	"2018"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	110	10519475	1.0
	"Georgia"	"13"	"2018"	"2018"	"Certain conditions originating in the perinatal period"	"P00-P96"	597	10519475	5.7
	"Georgia"	"13"	"2018"	"2018"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	404	10519475	3.8
	"Georgia"	"13"	"2018"	"2018"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	15585	10519475	148.2
	"Georgia"	"13"	"2018"	"2018"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	8027	10519475	76.3
	"Georgia"	"13"	"2018"	"2018"	"Codes for special purposes"	"U00-U99"	0	10519475	Unreliable
